Anomalias de precipitação mm/day
SJ Rio Preto
Ano Anomalia
1983 -52,623333
1984 -24,694294
1985 -38,066921
1986 45,453087
1987 -15,994613
1988 -15,919773
1989 -41,207802
1990 93,044319
1991 41,972801
1992 6,576253
1993 29,622425
1994 4,235407
1995 109,626030
1996 -30,885502
1997 1,113978
1998 24,780176
1999 1,806550
2000 -4,145407
2001 -32,278034
2002 120,139374
2003 13,885743
2004 39,656914
2005 71,233582
2006 75,076927
2007 68,745193
2008 65,581947
2009 111,236122
2010 14,486224
2011 14,077576
2012 -15,726863
2013 122,360435
2014 67,218521
2015 36,401432
2016 78,382858
2017 -85,133224
2018 -113,838570
2019 -55,819973
2020 -9,937047
     -18,502062
     -20,207909
     -14,884475
     30,265743
     26,807638
     -67,307060
     -26,036287
     -18,724878
     -1,804781
     -69,762871
     25,302103
     71,999611
     -30,515928
     -11,899882
     -10,211494
     -9,976001
     -31,971609
     -53,088074
     53,538589
     -49,606491
     -91,095032
     44,783035
     45,656879
     -31,750206
     27,832029
     -23,763805
     2,442456
     53,923084
     -33,808384
     -63,028141
     -39,165783
     149,648682
     55,587208
     16,657848
     -79,422890
     -17,512468
     58,461826
     -0,733729
     -2,746087
     -14,313252
     2,752686
     -34,942944
     30,194065
     -34,959148
     -41,189915
     6,807408
     20,424557
     53,355392
     6,798550
     -13,546780
     -16,279226
     -17,501928
     -45,043854
     54,038738
     -28,513371
     -62,928139
     3,718602
     59,636623
     -28,339678
     -29,243910
     -17,259790
     19,606674
     35,143738
     3,455507
     16,434895
